neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
0,2019,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,6,2,0,0,0,0,0,0,316,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,36,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,2,0,90,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,20,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,22,0,0,0,4,2,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0
0,2019,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,270,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,2,28,0,0,0,0,0,0,6,2,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2019,3,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,0,8,4,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,178,0,0,0,0,0,14,14,0,0,0,0,0,0,2,0,4,28,0,0,0,0,0,0,2,0,0,0,2,54,0,0,0,0,0,0,4,0,148,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,2,4,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0
0,2019,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,4,4,0,0,4,0,0,2,302,0,0,0,0,0,4,88,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2,4,2,0,10,0,0,0,2,0,0,6,0,118,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,2,0
0,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,86,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,2,2,0,0,18,0,0,0,0,0,0,2,2,86,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,4,0,2,0,0,8,0,0,2,2,0,0,6,0,0,2,0,4,0,0,0,0,8,0,0,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,2,0,0,0,0,2,20,6,0,0,0,2,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,2,0
0,2019,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,8,0,0,4,0,0,0,80,0,0,0,0,0,6,128,0,0,0,0,0,0,2,0,2,24,0,0,2,0,0,0,2,0,2,0,0,12,0,0,0,0,0,0,8,0,54,0,0,0,0,2,4,0,0,0,2,2,0,0,0,0,0,2,0,4,0,0,18,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,10,0,0,0,2,0,2,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0,2019,7,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,8,0,2,10,0,0,2,0,0,0,88,0,0,0,0,0,16,216,0,0,0,0,0,0,6,0,4,44,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,2,10,0,0,2,6,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,2,0,0,2,0,0,6,0,2,2,0,0,2,2,0,0,0,0,0,0
0,2019,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,8,0,0,2,0,0,0,0,0,0,254,0,0,0,0,0,12,226,0,0,0,0,0,0,4,2,0,54,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,8,0,8,0,0,0,2,0,8,0,0,0,4,0,0,0,2,0,0,2,0,2,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0
0,2019,9,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,10,0,2,6,0,0,0,0,0,6,122,0,0,0,0,0,4,186,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,4,0,2,8,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,10,6,2,0,0,0,0,0,0,2,2,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,2,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,2,0,4,2,0,0,0,0,2,0
0,2019,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,152,0,0,0,0,0,8,150,0,0,0,0,0,2,4,0,2,38,0,0,0,0,0,0,0,2,2,0,0,6,0,2,0,0,0,0,4,2,0,0,0,0,2,2,8,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
